HS_Code,Description,Exemption_List,Scope_Limitation
8428.90.03,"Machinery for lifting, handling, loading or unloading, nesoi",both,Aircraft
8443.31.00,"Multifunction units (machines which perform two or more of the functions of printing, copying or facsimile transmission, capable of connecting to an automatic data processing machine or to a network)",both,Aircraft
8443.32.10,"Printer units, capable of connecting to an automatic data processing machine or to a network",both,Aircraft
8443.32.50,"Single function units other than printer units (machines which perform only one of the functions of printing, copying or facsimile transmission)",both,Aircraft
8471.30.01,"Portable automatic data processing machines, not over 10 kg, consisting at least a central processing unit, keyboard and display",both,
8471.41.01,"Automatic data processing machines, nonportable or over 10 kg, comprising in the same housing at least a central processing unit and an input and output unit, whether or not combined",both,
8471.49.00,"Automatic data processing machines, nesoi, entered in the form of systems (consisting of at least a central processing unit, and an input and output unit)",both,
8471.50.01,"Processing units other than those of subheading 8471.41 and 8471.49, nesoi",both,
8471.60.10,Combined input/output units for automatic data processing machines not entered with the rest of a system,both,
8471.60.20,Keyboards for automatic data processing machines not entered with the rest of a system,both,
8471.60.70,"Input or output units suitable for physical incorporation into an automatic data processing machine or unit thereof, nesoi, not entered with the rest of a system",both,
8471.60.80,Optical scanners and magnetic ink recognition devices not entered with the rest of an automatic data processing system,both,
8471.60.90,"Other input or output units of digital automatic data processing machines, nesoi, not entered with the rest of a system",both,
8471.70.10,"Automatic data processing magnetic disk drive storage units, disk diameter exceeding 21 cm, without read-write unit assembled therein; read-write units; all not entered with the rest of a system",both,
8471.70.20,"Automatic data processing magnetic disk drive storage units, disk diameter exceeding 21 cm, for incorporation into automatic data processing machines or units, not entered with the rest of a system",both,
8471.70.30,"Automatic data processing magnetic disk drive storage units, disk diameter exceeding 21 cm, nesoi, not entered with the rest of a system",both,
8471.70.40,"Automatic data processing magnetic disk drive storage units, disk diameter not exceeding 21 cm, not assembled in cabinets, without attached external power supply, not entered with the rest of a system",both,
8471.70.50,"Automatic data processing magnetic disk drive storage units, disk diameter not exceeding 21 cm, nesoi, not entered with the rest of a system",both,
8471.70.60,"Automatic data processing storage units other than magnetic disk, not assembled in cabinets for placing on a table etc., not entered with the rest of a system",both,
8471.70.90,"Automatic data processing storage units other than magnetic disk drive units, nesoi, not entered with the rest of a system",both,
8471.80.10,Control or adapter units for automatic data processing machines not entered with rest of a system,both,
8471.80.40,"Unit suitable for physical incorporation into automatic data processing machine or unit thereof, not entered with the rest of a system, nesoi",both,
8471.80.90,"Other units of automatic data processing machines, not entered with the rest of a system, nesoi",both,
8471.90.00,"Magnetic or optical readers, nesoi; machines for transcribing data on data media in coded form and machines for processing such data, nesoi",both,
8473.30.11,"Printed circuit assemblies, not incorporating a cathode ray tube, of the machines of 8471",both,
8473.30.20,"Parts and accessories of the automatic data processing machines of heading 8471, not incorporating a CRT, parts and accessories of printed circuit assemblies",both,
8473.30.51,"Parts and accessories of the automatic data processing machines of heading 8471, not incorporating a CRT, nesoi",both,
8473.30.91,"Parts and accessories of the automatic data processing machines of heading 8471, incorporating a CRT, nesoi",both,
8479.89.10,"Air humidifiers or dehumidifiers with self-contained electric motor, other than for domestic purposes",both,Aircraft
8479.89.20,"Floor polishers with self-contained electric motor, other than for domestic purposes",both,Aircraft
8479.89.65,"Electromechanical appliances with self-contained electric motor, nesoi",both,Aircraft
8479.89.70,"Carpet sweepers, not electromechanical with self- contained electric motor",both,Aircraft
8479.89.95,"Other machines and mechanical appliances having individual functions, not specified or included elsewhere in chapter 84 of the HTSUS, nesoi",both,Aircraft
8479.90.41,Parts of floor polishers of subheading 8479.89.20; parts of carpet sweepers,both,Aircraft
8479.90.45,"Parts of trash compactors, frame assemblies",both,Aircraft
8479.90.55,"Parts of trash compactors, ram assemblies",both,Aircraft
8479.90.65,"Parts of trash compactors, container assemblies",both,Aircraft
8479.90.75,"Parts of trash compactors, cabinets or cases",both,Aircraft
8479.90.85,"Parts of trash compactors, nesoi",both,Aircraft
8479.90.95,"Parts of machines and mechanical appliances having individual functions, not specified or included elsewhere in chapter 84 of the HTSUS, nesoi",both,Aircraft
8483.10.10,Camshafts and crankshafts for use solely or principally with spark-ignition internal-combustion piston or rotary engines,both,Aircraft
8483.10.30,Camshafts and crankshafts nesoi,both,Aircraft
8483.10.50,Transmission shafts and cranks other than camshafts and crankshafts,both,Aircraft
8483.30.40,"Bearing housings of the flange, take-up, cartridge and hanger unit type",both,Aircraft
8483.30.80,Bearing housings nesoi; plain shaft bearings,both,Aircraft
8483.40.10,Torque converters,both,Aircraft
8483.40.30,"Fixed, multiple and variable ratio speed changers, imported for use with machines for making cellulosic pulp, paper or paperboard",both,Aircraft
8483.40.50,"Fixed, multiple and variable ratio speed changers, not imported for use with machines for making cellulosic pulp, paper or paperboard",both,Aircraft
8483.40.70,"Speed changers other than fixed, multiple and variable ratio speed changers",both,Aircraft
8483.40.80,Ball or roller screws,both,Aircraft
8483.40.90,"Gears and gearing, other than toothed wheels, chain sprockets and other transmission elements entered separately",both,Aircraft
8483.50.40,"Gray-iron awning or tackle pulleys, not over 6.4 cm in wheel diameter",both,Aircraft
8483.50.60,"Flywheels, nesoi",both,Aircraft
8483.50.90,"Pulleys, including pulley blocks, nesoi",both,Aircraft
8483.60.40,Clutches and universal joints,both,Aircraft
8483.60.80,Shaft couplings (other than universal joints),both,Aircraft
8483.90.10,Chain sprockets and parts thereof,both,Aircraft
8483.90.20,"Parts of flange, take-up, cartridge and hanger units",both,Aircraft
8483.90.30,"Parts of bearing housings and plain shaft bearings, nesoi",both,Aircraft
8483.90.50,"Parts of gearing, gear boxes and other speed changers",both,Aircraft
8483.90.80,"Parts of transmission equipment, nesoi",both,Aircraft
8484.10.00,Gaskets and similar joints of metal sheeting combined with other material or of two or more layers of metal,both,Aircraft
8484.90.00,"Sets or assortments of gaskets and similar joints dissimilar in composition, put up in pouches, envelopes or similar packings",both,Aircraft
8486.10.00,Machines and apparatus for the manufacture of boules or wafers,both,
8486.20.00,Machines and apparatus for the manufacture of semiconductor devices or electronic integrated circuits,both,
8486.30.00,Machines and apparatus for the manufacture of flat panel displays,both,
8486.40.00,Machines and apparatus for the manufacture of masks and reticles and for the assembly of electronic integrated circuits,both,
8486.90.00,"Parts and accessories of the machines and apparatus for the manufacture of semiconductor devices, electronic integrated circuits and flat pa",both,
8501.20.50,Universal AC/DC motors of an output exceeding 735 W but under 746 W,both,Aircraft
8501.20.60,Universal AC/DC motors of an output of 746 W or more,both,Aircraft
8501.31.50,"DC motors, nesoi, of an output exceeding 735 W but under 746 W",both,Aircraft
8501.31.60,"DC motors nesoi, of an output of 746 W but not exceeding 750 W",both,Aircraft
8501.31.81,"DC generators, other than photovoltaic generators, of an output not exceeding 750 W",both,Aircraft
8501.32.20,"DC motors nesoi, of an output exceeding 750 W but not exceeding 14.92 kW",both,Aircraft
8501.32.55,"DC motors nesoi, of an output exceeding 14.92 kW but not exceeding 75 kW, nesoi",both,Aircraft
8501.32.61,"DC generators, other than photovoltaic generators, of an output exceeding 750 W but not exceeding 75 kW",both,Aircraft
8501.33.20,"DC motors nesoi, of an output exceeding 75 kW but under 149.2 kW",both,Aircraft
8501.33.30,"DC motors, nesoi, 149.2 kW or more but not exceeding 150 kW",both,Aircraft
8501.33.61,"DC generators, other than photovoltaic generators, of an output exceeding 75 kW but not exceeding 375 kW",both,Aircraft
8501.34.61,"DC generators, other than photovoltaic generators, of an output exceeding 375 kW",both,Aircraft
8501.40.50,"AC motors, nesoi, single-phase, exceeding 735 W but under 746 W",both,Aircraft
8501.40.60,"AC motors nesoi, single-phase, of 746 W or more",both,Aircraft
8501.51.50,"AC motors, nesoi, multi-phase, of an output exceeding 735 W but under 746 W",both,Aircraft
8501.51.60,"AC motors nesoi, multi-phase of an output of 746 W but not exceeding 750 W",both,Aircraft
8501.52.40,"AC motors nesoi, multi-phase, of an output exceeding 750 W but not exceeding 14.92 kW",both,Aircraft
8501.52.80,"AC motors nesoi, multi-phase, of an output exceeding 14.92 kW but not exceeding 75 kW",both,Aircraft
8501.53.40,"AC motors nesoi, multi-phase, of an output exceeding 75 kW but under 149.2 kW",both,Aircraft
8501.53.60,"AC motors, nesoi, multi-phase, 149.2 kW or more but not exceeding 150 kW",both,Aircraft
8501.61.01,"AC generators (alternators), other than photovoltaic generators, of an output not exceeding 75 kVA",both,Aircraft
8501.62.01,"AC generators (alternators), other than photovoltaic generators, of an output exceeding 75 kVA but not exceeding 375 kVA",both,Aircraft
8501.63.01,"AC generators (alternators), other than photovoltaic generators, of an output exceeding 375 kVA but not exceeding 750 kVA",both,Aircraft
8501.71.00,"Photovoltaic DC generators, of an output not exceeding 50 W",both,Aircraft
8501.72.10,"Photovoltaic DC generators, of an output exceeding 50 W but not exceeding 750 W",both,Aircraft
8501.72.20,"Photovoltaic DC generators, of an output exceeding 750 W but not exceeding 75 kW",both,Aircraft
8501.72.30,"Photovoltaic DC generators, of an output exceeding 75 kW but not exceeding 375 kW",both,Aircraft
8501.72.90,"Photovoltaic DC generators, of an output exceeding 375 kW",both,Aircraft
8501.80.10,"Photovoltaic AC generators, of an output not exceeding 75 kVA",both,Aircraft
8501.80.20,"Photovoltaic AC generators, of an output exceeding 75 kVA but not exceeding 375 kVA",both,Aircraft
8501.80.30,"Photovoltaic AC generators, of an output exceeding 375 kVA but not exceeding 750 kVA",both,Aircraft
8502.11.00,"Electric generating sets with compression-ignition internal-combustion piston engines, of an output not exceeding 75 kVA",both,Aircraft
8502.12.00,"Electric generating sets with compression-ignition internal-combustion piston engines, of an output exceeding 75 kVA but not over 375 kVA",both,Aircraft
8502.13.00,"Electric generating sets with compression-ignition internal-combustion piston engines, of an output exceeding 375 kVA",both,Aircraft
8502.20.00,Electric generating sets with spark-ignition internal- combustion piston engines,both,Aircraft
8502.31.00,Wind-powered electric generating sets,both,Aircraft
8502.39.00,"Electric generating sets, nesoi",both,Aircraft
8502.40.00,Electric rotary converters,both,Aircraft
8504.10.00,Ballasts for discharge lamps or tubes,both,Aircraft
8504.31.20,"Unrated electrical transformers other than liquid dielectric, having a power handling capacity not exceeding 1 kVA",both,Aircraft
8504.31.40,"Electrical transformers other than liquid dielectric, having a power handling capacity less than 1 kVA",both,Aircraft
8504.31.60,"Electrical transformers other than liquid dielectric, having a power handling capacity of l kVA",both,Aircraft
8504.32.00,"Electrical transformers other than liquid dielectric, having a power handling capacity exceeding 1 kVA but not exceeding 16 kVA",both,Aircraft
8504.33.00,"Electrical transformers other than liquid dielectric, having a power handling capacity exceeding 16 kVA but not exceeding 500 kVA",both,Aircraft
8504.40.40,Electrical speed drive controllers for electric motors (static converters),both,Aircraft
8504.40.60,Power supplies suitable for physical incorporation into automatic data processing machines or units thereof of heading 8471,both,Aircraft
8504.40.70,"Power supplies for automatic data processing machines or units thereof of heading 8471, nesoi",both,Aircraft
8504.40.85,"Static converters (for example, rectifiers) for telecommunication apparatus",both,Aircraft
8504.40.95,"Static converters (for example, rectifiers), nesoi",both,Aircraft
8504.50.40,Other inductors for power supplies for ADP machines and units of heading 8471 or for telecommunication apparatus,both,Aircraft
8504.50.80,"Other inductors, nesoi",both,Aircraft
8505.11.0070,Sintered neodymium-iron-boron magnets,new,
8507.10.00,Lead-acid storage batteries of a kind used for starting piston engines,both,Aircraft
8507.20.80,Lead-acid storage batteries other than of a kind used for starting piston engines or as the primary source of power for electric vehicles,both,Aircraft
8507.30.80,"Nickel-cadmium storage batteries, other than of a kind used as the primary source of power for electric vehicles",both,Aircraft
8507.50.00,Nickel-metal hydride batteries,both,Aircraft
8507.60.00,Lithium-ion batteries,both,Aircraft
8507.80.82,"Other storage batteries nesoi, other than of a kind used as the primary source of power for electric vehicles",both,Aircraft
8507.90.40,"Parts of lead-acid storage batteries, including separators therefor",both,Aircraft
8507.90.80,"Parts of storage batteries, including separators therefor, other than parts of lead-acid storage batteries",both,Aircraft
8511.10.00,Spark plugs,both,Aircraft
8511.20.00,"Ignition magnetos, magneto-dynamos and magnetic flywheels",both,Aircraft
8511.30.00,Distributors and ignition coils,both,Aircraft
8511.40.00,Starter motors and dual purpose starter-generators,both,Aircraft
8511.50.00,"Generators nesoi, of a kind used in conjunction with spark-ignition or compression-ignition internal- combustion engines",both,Aircraft
8511.80.20,"Voltage and voltage-current regulators with cut-out relays designed for use on 6, 12 or 24 V systems",both,Aircraft
8511.80.40,"Voltage and voltage-current regulators with cut-out relays other than those designed for use on 6, 12 or 24 V systems",both,Aircraft
8511.80.60,"Electrical ignition or starting equipment of a kind used for spark-ignition internal-combustion or compression-ignition engines, nesoi",both,Aircraft
8514.20.40,Industrial or laboratory microwave ovens for making hot drinks or for cooking or heating food,both,Aircraft
8516.80.40,"Electric heating resistors assembled only with simple insulated former and electrical connectors, used for anti-icing or de-icing",both,Aircraft
8516.80.80,"Electric heating resistors, nesoi",both,Aircraft
8517.13.00,Smartphones for cellular networks or for other wireless of networks,both,
8517.14.00,"Other telephones for cellular networks or for other wireless of networks, other than smartphones",both,Aircraft
8517.61.00,Base stations,both,Aircraft
8517.62.00,"Machines for the reception, conversion and transmission or regeneration of voice, images or other data, including switching and routing apparatus",both,
8517.69.00,"Other apparatus for transmission or reception of voice, images or other data, nesoi, but not apparatus of headings 8443, 8525, 8527 or 8528",both,Aircraft
8517.71.00,Aerials and aerial reflectors of all kinds; parts suitable for use therewith,both,Aircraft
8518.10.40,"Microphones having a frequency range of 300Hz- 3.4kHz with diameter not over 10 mm and height not exceeding 3 mm, for telecommunication",both,Aircraft
8518.10.80,"Microphones and stands therefor, nesoi",both,Aircraft
8518.21.00,"Single loudspeakers, mounted in their enclosures",both,Aircraft
8518.22.00,Multiple loudspeakers mounted in the same enclosure,both,Aircraft
8518.29.40,"Loudspeakers not mounted in their enclosures, with frequency range of 300Hz to 3.4kHz, with a diameter of not exceeding 50 mm, for telecommunication",both,Aircraft
8518.29.80,"Loudspeakers nesoi, not mounted in their enclosures, nesoi",both,Aircraft
8518.30.10,Line telephone handsets,both,Aircraft
8518.30.20,"Headphones, earphones and combined microphone/speaker sets, other than telephone handsets",both,Aircraft
8518.40.10,Audio-frequency electric amplifiers for use as repeaters in line telephony,both,Aircraft
8518.40.20,"Audio-frequency electric amplifiers, other than for use as repeaters in line telephony",both,Aircraft
8518.50.00,Electric sound amplifier sets,both,Aircraft
8519.81.10,Transcribing machines,both,Aircraft
8519.81.20,Cassette players (non-recording) designed exclusively for motor-vehicle installation,both,Aircraft
8519.81.25,"Cassette players (non-recording), nesoi",both,Aircraft
8519.81.30,"Sound reproducing apparatus nesoi, not incorporating a sound recording device",both,Aircraft
8519.81.41,"Other sound recording and reproducing apparatus using magnetic tape, optical media, or semiconductor media",both,Aircraft
8519.89.10,"Record players, other than coin- or token-operated, without loudspeaker",both,Aircraft
8519.89.20,"Record players, other than coin- or token-operated, with loudspeakers",both,Aircraft
8519.89.30,"Sound recording and reproducing apparatus, nesoi",both,Aircraft
8521.10.30,"Color, cartridge or cassette magnetic tape-type video players, not capable of recording",both,Aircraft
8521.10.60,"Color, cartridge or cassette magnetic tape-type video recording and reproducing apparatus, nesoi",both,Aircraft
8521.10.90,"Magnetic tape-type video recording or reproducing apparatus, other than color, cartridge or cassette type",both,Aircraft
8522.90.25,"Assemblies and subassemblies of articles of subheading 8519.81.41, consisting of 2 or more pieces fastened together, printed circuit assemblies",both,Aircraft
8522.90.36,"Other assemblies and subassemblies of articles of subheading 8519.81.41, consisting of 2 or more pieces fastened together, other than printed circuit assemblies",both,Aircraft
8522.90.45,"Other parts of telephone answering machines, printed circuit assemblies",both,Aircraft
8522.90.58,"Other parts of telephone answering machines, other than printed circuit assemblies",both,Aircraft
8522.90.65,"Parts and accessories of apparatus of headings 8519 or 8521, nesoi, printed circuit assemblies",both,Aircraft
8522.90.80,"Parts and accessories of apparatus of headings 8519 or 8521, nesoi, other than printed circuit assemblies",both,Aircraft
8523.51.00,"Semiconductor media, solid state non-volatile storage devices",both,
8524.11.10,"Flat panel display modules of liquid crystals without drivers or control circuits, other than for articles of subheadings 8528.59, 8528.69, 8528.72 and 8528.73",both,
8524.11.90,"Flat panel display modules of liquid crystals without drivers or control circuits, for articles of subheadings 8528.59, 8528.69, 8528.72 and 8528.73",both,
8524.12.00,Flat panel display modules of organic light-emitting diodes without drivers or control circuits,both,
8524.19.00,"Other flat panel display modules without drivers or control circuits, nesoi",both,
8524.91.10,"Flat panel display modules of liquid crystals with drivers or control circuits, other than for articles of subheadings 8528.59, 8528.69, 8528.72 and 8528.73",both,
8524.91.90,"Flat panel display modules of liquid crystals with drivers or control circuits, for articles of subheadings 8528.59, 8528.69, 8528.72 and 8528.73",both,
8524.92.00,Flat panel display modules of organic light-emitting diodes with drivers or control circuits,both,
8524.99.00,"Other flat panel display modules with drivers or control circuits, nesoi",both,
8526.10.00,Radar apparatus,both,Aircraft
8526.91.00,"Radio navigational aid apparatus, other than radar",both,Aircraft
8526.92.10,Radio remote control apparatus for video game consoles,both,Aircraft
8526.92.50,Radio remote control apparatus other than for video game consoles,both,Aircraft
8528.42.00,Cathode-ray tube monitors capable of directly connecting to and designed for use with an automatic data processing machine of heading 8471,both,Aircraft
8528.52.00,Other monitors capable of directly connecting to and designed for use with an automatic data processing machine of heading 8471,both,
8528.62.00,Projectors capable of directly connecting to and designed for use with an automatic data processing machine of heading 8471,both,Aircraft
8529.10.21,"Television antennas and antenna reflectors, and parts suitable for use therewith",both,Aircraft
8529.10.40,"Radar, radio navigational aid and radio remote control antennas and antenna reflectors, and parts suitable for use therewith",both,Aircraft
8529.10.91,"Other antennas and antenna reflectors of all kinds and parts, for use",both,Aircraft
8529.90.04,Tuners (printed circuit assemblies),both,Aircraft
8529.90.05,"Printed circuit boards and ceramic substrates and subassemblies thereof, for color TV, with components listed in additional U.S. note 4 to chapter 85 of the HTSUS",both,Aircraft
8529.90.06,"Printed circuit boards and ceramic substrates and subassemblies thereof, for color TV, not with components listed in additional U.S. note 4 to chapter 85 of the HTSUS",both,Aircraft
8529.90.09,Printed circuit assemblies for television cameras,both,Aircraft
8529.90.13,"Printed circuit assemblies for television apparatus, nesoi",both,Aircraft
8529.90.16,"Printed circuit assemblies which are subassemblies of radar, radio navigational aid or remote control apparatus, of 2 or more parts joined together",both,Aircraft
8529.90.19,"Printed circuit assemblies, nesoi, for radar, radio navigational aid or radio remote control apparatus",both,Aircraft
8529.90.21,"Other printed circuit assemblies suitable for use solely or principally with the apparatus of headings 8524 to 8528, nesoi",both,Aircraft
8529.90.24,"Transceiver assemblies for the apparatus of subheading 8526.10, other than printed circuit assemblies",both,Aircraft
8529.90.29,"Tuners for television apparatus, other than printed circuit assemblies",both,Aircraft
8529.90.33,"Subassemblies with 2 or more printed circuit boards or ceramic substrates, for color TV, entered with components in additional U.S. note 4 to chapter 85 of the HTSUS",both,Aircraft
8529.90.36,"Subassemblies with 2 or more printed circuit boards or ceramic substrates, for color TV, other",both,Aircraft
8529.90.39,"Parts of television receivers specified in U.S. note 9 to chapter 85 of the HTSUS, other than printed circuit assemblies, nesoi",both,Aircraft
8529.90.43,"Printed circuit boards and ceramic substrates and subassemblies thereof for color TV, with components listed in additional U.S. note 4 to chapter 85 of the HTSUS",both,Aircraft
8529.90.46,"Combinations of printed circuit boards and ceramic substrates and subassemblies thereof for color TV, with components listed in additional U.S. note 4 to chapter 85 of the HTSUS",both,Aircraft
8529.90.49,"Combinations of parts of television receivers specified in U.S. note 10 to chapter 85 of the HTSUS, other than printed circuit assemblies, nesoi",both,Aircraft
8529.90.55,"Flat panel screen assemblies for TV reception apparatus, color video monitors and video projectors",both,Aircraft
8529.90.63,Parts of printed circuit assemblies (including face plates and lock latches) for television cameras,both,Aircraft
8529.90.68,Parts of printed circuit assemblies (including face plates and lock latches) for television apparatus other than television cameras,both,Aircraft
8529.90.73,"Parts of printed circuit assemblies (including face plates and lock latches) for radar, radio navigational aid or radio remote control app.",both,Aircraft
8529.90.77,"Parts of printed circuit assemblies (including face plates and lock latches) for other apparatus of headings 8524 to 8528, nesoi",both,Aircraft
8529.90.78,"Mounted lenses for use in closed circuit television cameras, separately imported, with or without attached electrical connectors or motors",both,Aircraft
8529.90.81,"Other parts of television cameras, nesoi",both,Aircraft
8529.90.83,"Other parts of television apparatus (other than television cameras), nesoi",both,Aircraft
8529.90.87,"Parts suitable for use solely or principally with the apparatus of 8525 and 8527 (except television apparatus or cellular phones), nesoi",both,Aircraft
8529.90.88,"Subassemblies with 2 or more printed circuit boards or ceramic substrates, except tuners or convergence assemblies, for color TV, entered with components in additional U.S. note 4 to chapter 85 of the HTSUS",both,Aircraft
8529.90.89,"Subassemblies with 2 or more printed circuit boards or ceramic substrates, except tuners or convergence assemblies, for color TV, other",both,Aircraft
8529.90.93,"Parts of television apparatus, nesoi",both,Aircraft
8529.90.95,"Assemblies and subassemblies of radar, radio navigational aid or remote control apparatus, of 2 or more parts joined together, nesoi",both,Aircraft
8529.90.97,"Parts suitable for use solely or principally in radar, radio navigational aid or radio remote control apparatus, nesoi",both,Aircraft
8529.90.98,"Parts suitable for use solely or principally with the apparatus of headings 8524 through 8528, nesoi",both,Aircraft
8531.10.00,Electric burglar or fire alarms and similar apparatus,both,Aircraft
8531.20.00,Indicator panels incorporating liquid crystal devices (LCD's) or light-emitting diodes (LED's),both,Aircraft
8531.80.15,"Doorbells, chimes, buzzers, and similar apparatus",both,Aircraft
8531.80.90,"Electric sound or visual signaling apparatus, nesoi",both,Aircraft
8536.70.00,"Connectors for optical fibers, optical fiber bundles or cables",both,Aircraft
8539.10.00,Sealed beam lamp units,both,Aircraft
8539.51.00,Light-emitting diode (LED) modules,both,Aircraft
8541.10.00,"Diodes, other than photosensitive or light-emitting diodes",both,
8541.21.00,"Transistors, other than photosensitive transistors, with a dissipation rating of less than 1 W",both,
8541.29.00,"Transistors, other than photosensitive transistors, with a dissipation rating of 1 W or more",both,
8541.30.00,"Thyristors, diacs and triacs, other than photosensitive devices",both,
8541.41.00,Light emitting diodes (LED),both,
8541.49.10,"Other photosensitive semiconductor diodes, other than light-emitting",both,
8541.49.70,Other photosensitive semiconductor transistors,both,
8541.49.80,Optical coupled isolators,both,
8541.49.95,"Other photosensitive semiconductor devices, other than diodes or transistors, nesoi",both,
8541.51.00,"Other semiconductor-based transducers, other than photosensitive transducers",both,
8541.59.00,"Other semiconductor devices, other than semiconductor-based transducers, other than photosensitive devices, nesoi",both,
8541.90.00,"Parts of diodes, transistors, similar semiconductor devices, photosensitive semiconductor devices, LEDs and mounted piezoelectric crystals",both,
8542.31.00,Electronic integrated circuits: processors and controllers,both,
8542.32.00,Electronic integrated circuits: memories,both,
8542.33.00,Electronic integrated circuits: amplifiers,both,
8542.39.00,Electronic integrated circuits: other,both,
8542.90.00,Parts of electronic integrated circuits and microassemblies,both,
8543.70.42,Flight data recorders,both,Aircraft
8543.70.45,Other electric synchros and transducers; defrosters and demisters with electric resistors for aircraft,both,Aircraft
8543.70.60,"Electrical machines and apparatus nesoi, designed for connection to telegraphic or telephonic apparatus, instruments or networks",both,Aircraft
8543.70.80,Microwave amplifiers,both,Aircraft
8543.70.91,Digital signal processing apparatus capable of connecting to a wired or wireless network for sound mixing,both,Aircraft
8543.70.95,Touch screens without display capabilities for incorporation in apparatus having a display,both,Aircraft
8543.90.12,Parts of physical vapor deposition apparatus of subheading 8543.70,both,Aircraft
8543.90.15,"Assemblies and subassemblies for flight data recorders, consisting of 2 or more parts pieces fastened together, printed circuit assemblies",both,Aircraft
8543.90.35,"Assemblies and subassemblies for flight data recorders, consisting of 2 or more parts pieces fastened together, not printed circuit assemblies",both,Aircraft
8543.90.65,"Printed circuit assemblies of flat panel displays other than for reception apparatus for television of heading 8528, except for subheadings 8528.52 and 8528.62",both,Aircraft
8543.90.68,"Printed circuit assemblies of electrical machines and apparatus, having individual functions, nesoi",both,Aircraft
8543.90.85,"Parts, nesoi, of flat panel displays other than for reception apparatus for television of heading 8528, except for subheadings 8528.52 and 8528.62",both,Aircraft
8543.90.88,"Parts (other than printed circuit assemblies) of electrical machines and apparatus, having individual functions, nesoi",both,Aircraft
8544.30.00,"Insulated ignition wiring sets and other wiring sets of a kind used in vehicles, aircraft or ships",both,Aircraft
8549.13.00,"Waste/scrap of batteries/accumulators; spent batteries/accumulators (o/t lead-acid), sorted and not containing lead/cadmium/mercury",new,
8801.00.00,"Balloons, dirigibles and non-powered aircraft, gliders and hang gliders",both,Aircraft
8802.11.01,"Helicopters (except unmanned aircraft of heading 8806), with an unladen weight not over 2,000 kg",both,Aircraft
8802.12.01,"Helicopters (except unmanned aircraft of heading 8806), with an unladen weight over 2,000 kg",both,Aircraft
8802.20.01,"Airplanes and other powered aircraft (except unmanned aircraft of heading 8806), nesoi, with an unladen weight not over 2,000 kg",both,Aircraft
8802.30.01,"Airplanes and other powered aircraft (except unmanned aircraft of heading 8806), nesoi, with an unladen weight over 2,000 kg but not over 15,000 kg",both,Aircraft
8802.40.01,"Airplanes and other powered aircraft (except unmanned aircraft of heading 8806), nesoi, with an unladen weight over 15,000 kg",both,Aircraft
8805.29.00,"Ground flying trainers and parts thereof, other than air combat simulators",both,Aircraft
8806.10.00,Unmanned aircraft designed for the carriage of passengers,both,Aircraft
8806.21.00,"Unmanned aircraft, not for the carriage of passengers, for remote-controlled flight only, max take-off weight not more than 250g",both,Aircraft
8806.22.00,"Unmanned aircraft, not for the carriage of passengers, for remote-controlled flight only, max take-off weight more than 250g but less than 7kg",both,Aircraft
8806.23.00,"Unmanned aircraft, not for the carriage of passengers, for remote-controlled flight only, max take-off weight more than 7kg but less than 25kg",both,Aircraft
8806.24.00,"Unmanned aircraft, not for the carriage of passengers, for remote-controlled flight only, max take-off weight more than 25kg but less than 150 kg",both,Aircraft
8806.29.00,"Unmanned aircraft, not for the carriage of passengers, for remote-controlled flight only, max take-off weight more than 150 kg",both,Aircraft
8806.91.00,"Unmanned aircraft, not for the carriage of passengers, not for remote-controlled flight only, nesoi, max take-off weight not more than 250g",both,Aircraft
8806.92.00,"Unmanned aircraft, not for the carriage of passengers, not for remote-controlled flight only, nesoi, max take-off weight more 250g less than 7kg",both,Aircraft
8806.93.00,"Unmanned aircraft, not for the carriage of passengers, not for remote-controlled flight only, nesoi, max take-off weight more than 7kg but less than 25kg",both,Aircraft
8806.94.00,"Unmanned aircraft, not for the carriage of passengers, not for remote-controlled flight only, nesoi, max take-off weight more than 25kg but less than 150 kg",both,Aircraft
8806.99.00,"Unmanned aircraft, not for the carriage of passengers, not for remote-controlled flight only, nesoi, max take-off weight more than 150 kg",both,Aircraft
8807.10.00,"Parts of aircraft of headings 8801, 8802 or 8806, propellers and rotors and parts thereof",both,Aircraft
8807.20.00,"Parts of aircraft of headings 8801, 8802 or 8806, undercarriages and parts thereof",both,Aircraft
8807.30.00,"Parts of aircraft of headings 8801, 8802 or 8806, for airplanes, helicopters, unmanned aircraft, other than propellers, rotors or undercarriages, nesoi",both,Aircraft
8807.90.90,"Parts of aircraft of headings 8801, 8802 or 8806, not for airplanes, helicopters or unmanned aircraft, nesoi",both,Aircraft
9001.90.40,"Lenses nesoi, unmounted",both,Aircraft
9001.90.50,"Prisms, unmounted",both,Aircraft
9001.90.60,"Mirrors, unmounted",both,Aircraft
9001.90.80,"Half-tone screens designed for use in engraving or photographic processes, unmounted",both,Aircraft
9001.90.90,"Optical elements nesoi, unmounted",both,Aircraft
9002.90.20,"Prisms, mounted, for optical uses",both,Aircraft
9002.90.40,"Mirrors, mounted, for optical uses",both,Aircraft
9002.90.70,"Half-tone screens, mounted, designed for use in engraving or photographic processes",both,Aircraft
9002.90.85,"Mounted lenses suitable for use in, and entered separately from, closed circuit television cameras, with or without attached electrical connectors or motors",both,Aircraft
9002.90.95,"Mounted optical elements, nesoi; parts and accessories of mounted optical elements, nesoi",both,Aircraft
9014.10.10,Optical direction finding compasses,both,Aircraft
