HS Code,Description,New or Existing,Applies To,Scope Limitation
6208.22.00,"Women's or girls' nightdresses and pajamas, not knitted or crocheted, of man-made fibers",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6208.29.10,"Women's or girls' nightdresses and pajamas, of textile materials (except cotton or mmf), cont > or = 70% by wt of silk or silk waste, not k/c",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6208.29.90,"Women's or girls' nightdresses and pajamas, of textile materials (except cotton or mmf), cont under 70% by wt of silk or silk waste, not k/c",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6208.91.10,"Women's or girls' bathrobes, dressing gowns and similar articles, not knitted or crocheted, of cotton",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6208.91.30,"Women's or girls' undershirts and underpants, not knitted or crocheted, of cotton",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6208.92.00,"Women's or girls' singlets & other undershirts, briefs, panties, bathrobes & similar articles, not knitted or crocheted, of man-made fibers",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6208.99.20,"Women's or girls' undershirts, underpants, bathrobes & like articles, not knitted or crocheted, of wool or fine animal hair",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6208.99.30,"Women's or girls' singlet & other undershirt, briefs, panties, negligees, dressing gowns & sim art, of silk, con > or = 70% wt silk, not k/c",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6208.99.50,"Women's or girls' singlets & other undershirts, briefs, panties, negligees, dressing gowns & sim art, of silk, con < 70% wt silk, not k/c",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6208.99.80,"Women's or girls' undershirts, underpants, bathrobes & like articles, not knitted or crocheted, of textile materials nesoi",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6209.20.10,"Babies' dresses, not knitted or crocheted, of cotton",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6209.20.20,"Babies' blouses and shirts, except those imported as parts of sets, not knitted or crocheted, of cotton",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6209.20.30,"Babies' trousers, breeches and shorts, except those imported as parts of sets, not knitted or crocheted, of cotton",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6209.20.50,"Babies' garments & clothing acc. nesoi, of cotton, incl. sunsuits & sim app, sets & parts of sets, & diapers, not knitted or crocheted",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6209.30.10,"Babies' blouses and shirts, except those imported as parts of sets, not knitted or crocheted, of synthetic fibers",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6209.30.20,"Babies' trousers, breeches and shorts, except those imported as parts of sets, not knitted or crocheted, of synthetic fibers",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6209.30.30,"Babies' garments and clothing accessories, not knitted or crocheted, nesoi, of synthetic fibers",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6209.90.05,"Babies' garments and clothing accessories, not knitted or crocheted, of wool or fine animal hair",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6209.90.10,"Babies' blouses and shirts, except those imported as parts of sets, not knitted or crocheted, of artificial fibers",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6209.90.20,"Babies' trousers, breeches and shorts, except those imported as parts of sets, not knitted or crocheted, of artificial fibers",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6209.90.30,"Babies' garments and clothing accessories, not knitted or crocheted, nesoi, of artificial fibers",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6209.90.50,"Babies' garments and clothing accessories, of text mats (except wool, cotton or mmf), cont 70% or more by wt of silk or silk waste, not k/c",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6209.90.90,"Babies' garments and clothing accessories, of textile mats (except wool, cotton or mmf), cont under 70% by wt of silk or silk waste, not k/c",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6210.10.20,"Garments, not knitted or crocheted, made up of fabrics of heading 5602 or 5603 formed on a base of paper or covered or lined with paper",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6210.10.50,"Nonwoven dispos apparel designed for hosps, clinics, labs or cont area use, made up of fab of 5602/5603, n/formed or lined w paper, not k/c",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6210.10.70,"Disposable briefs and panties designed for one time use, made up of fabrics of 5602 or 5603, not formed or lined w paper, not k/c",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6210.10.90,"Garments, nesoi, made up of fabrics of heading 5602 or 5603, not formed or lined w paper, not k/c",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6210.20.30,"Men's or boys' garments, sim to 6201.11-6201.19, of mmf, outer surf impreg, coated etc. w rub/plast, underlying fab completely obsc, not k/c",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6210.20.50,"Men's or boys' overcoats/carcoats/capes/etc. of mmf, other than with outer sur. impreg/coated/etc. w/ rub/plast, n knitted/crocheted",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6210.20.70,"Men's or boys' overcoats/carcoats/capes/etc. of tx mat (excl mmf), outer sur. impreg/etc. w/rub/plast completely obscuring fab, n k/c",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6210.20.90,"Men's or boys' overcoats/carcoats/capes/etc. of tx mat (excl mmf), other than with outer sur. impreg/coated/etc. w/ rub/plast, n k/c",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6210.30.30,"Women's or girls' overcoats/carcoats/capes/etc. of mmf, outer sur. impreg/coated/etc. w/rub/plast completely obscuring fab, n k/c",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6210.30.50,"Women's or girls' overcoats/carcoats/capes/etc. of mmf, other than with outer sur. impreg/coated/etc. w/rub/plast, n k/c",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6210.30.70,"Women's or girls' overcoats/carcoats/capes/etc. of tx mat (excl mmf), fabric impreg/coated w/rub/plast completely obscuring fab, n k/c",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6210.30.90,"Women's or girls' overcoats/carcoats/capes/etc. of tx mat (excl mmf), other than with outer sur. impreg/coated etc. w/rub/plast, n k/c",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6210.40.15,"Rec perf outwear, men's/boys' garm, nesoi, of fab 5903/5906/5907, not k/c, mmf, w/out sur. impreg/coatd/etc. w/rub/plast completely obscuring fab,",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6210.40.25,"Rec perf outwear, men's/boys' garm, nesoi, of fab of 5903/5906/5907, not k/c, mmf, o/than w/outer sur. impreg/coated/etc. w/rub/plast,",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6210.40.28,"Rec perf outwear, men's/boys' garm, nesoi, fab of 5903/5906/5907, not k/c, tex mat (excl mmf), w/out sur. impreg/etc. w/rub/plast compl obscuring fab",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6210.40.29,"Rec perf outwear, men's or boys' garm, nesoi, of fab of 5903/5906/5907, not k/c, tex mat (excl mmf), w/out sur. impreg/etc. w/rub/plast",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6210.40.35,"Men's/boys' garm, nesoi, fab of 5903/5906/5907, not k/c, mmf, w/out sur. impreg/coated/etc. w/rub/plast completely obscuring fab, not rec perf outwear",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6210.40.55,"Men's or boys' garm, nesoi, of fab of 5903/5906/5907, not k/c, mmf, o/than w/outer sur. impreg/coated/etc. w/rub/plast, o/than rec perf outwear",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6210.40.75,"Men's/boys' garm, nesoi, fab of 5903/5906/5907, n k/c, tex mat (excl mmf), w/oute sur. impreg/etc. w/rub/plast compl obscuring fab,not rec perf outwr",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6210.40.80,"Men's or boys' garm, nesoi, of fab of 5903/5906/5907, not k/c, tex mat (excl mmf), w/out sur. impreg/etc. w/rub/plast, o/than rec perf outwear",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6210.50.03,"Rec perf outwear, women's/girls' garm, nesoi, fab of 5903/5906/5907, not k/c, mmf, w/outer sur. impreg/coated/etc. w/rub/plast compl obscuring fab",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6210.50.05,"Rec perf outwear, women's/girls' garm, nesoi, fab of 5903/5906/5907, not k/c, mmf, o/than w/out sur. impreg/etc. w/rub/plast",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6210.50.12,"Rec perf outwear, women/girls' garm, nesoi, fab of 5903/5906/5907, n k/c, tex mat (excl mmf), w/out sur. impreg/etc. w/rub/plast comp obscuring fab",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6210.50.22,"Rec perf outwear, wom's/girls' garm, nesoi, fab of 5903/5906/5907, n k/c, tex mat (excpt mmf), o/than w/out sur. impreg/coated w/rub/plas",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6210.50.35,"Women's/girls' garm, nesoi, fab of 5903/5906/5907, n k/c, mmf, w/out sur. impreg/coated/etc. w/rub/plast compl obscuring fab, o/than rec perf outwear",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6210.50.55,"Women's or girls' garm, nesoi, of fab of 5903/5906/5907, n k/c, of mmf, other than w/outer sur. impreg/etc. w/rub/plast, o/than rec perf outwear",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6210.50.75,"Wom's/girls' garm, nesoi, fab of 5903/5906/5907, n k/c, of tex mat (excl mmf), w/o sur. impreg/etc. w/rub/plast comp obscur fab, not rec perf outwear",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6210.50.80,"Wom's/girls' garm, nesoi, fab of 5903/5906/5907, not k/c, tex mat (except mmf), o/than w/out sur. impreg/coated w/rub/plas, o/than rec perf outwear",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6211.11.10,"Men's or boys' swimwear, not knitted or crocheted, of man-made fibers",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6211.11.40,"Men's or boys' swimwear, of textile materials (except mmf), containing 70% or more by weight of silk or silk waste, not knit or crocheted",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6211.11.80,"Men's or boys' swimwear, of textile materials (except mmf), containing under 70% by weight of silk or silk waste, not knit or crocheted",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6211.12.10,"Women's or girls' swimwear, not knitted or crocheted, of man-made fibers",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6211.12.40,"Women's or girls' swimwear, of textile materials (except mmf), containing 70% or more by weight of silk or silk waste, not knit or crocheted",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6211.12.80,"Women's or girls' swimwear, of textile materials (except mmf), containing under 70% by weight of silk or silk waste, not knit or crocheted",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6211.20.04,"Anoraks, windbreakers and similar articles imported as parts of ski-suits, con 15% or more by wt of down & waterfowl plumage, etc, not k/c",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6211.20.08,"Anoraks, windbreakers and similar articles imported as parts of ski-suits, con under 15% by wt of down & waterfowl plumage, etc, not k/c",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6211.20.15,"Men's or boys' ski-suits, not knitted or crocheted, water resistant, not containing 15% or more by weight of down, etc",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6211.20.24,"Men's or boys' anoraks, windbreakers and sim art impted as pts of ski-suits, of wool, con < 15% wt of down etc, not water resist, not k/c",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6211.20.28,"Men's or boys' anoraks, etc. imported as parts of ski-suits, of tx mats (except wool), con 15% wt of down etc, not water resist, not k/c",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6211.20.34,"Men's or boys' trousers and breeches imported as parts of ski-suits, of wool, con under 15% by wt of down etc., not water resist, not k/c",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6211.20.38,"Men's or boys' trousers & breeches imported as pts of ski-suits, of tx mat (except wool), con 15% wt down etc, not water resist, not k/c",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6211.20.44,"Men's or boys' ski-suits nesoi, of wool or fine animal hair, con under 15% wt down etc, not water resist, not knitted/crocheted",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6211.20.48,"Men's or boys' ski-suits nesoi, of tx mats (except wool or fine animal hair), con under 15% wt down etc, not water resist, not knitted/croch",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6211.20.54,"Women's or girls' anoraks, windbreakers and sim art impted as pts of ski-suits, of wool, con 15% wt down etc, not water resist, not k/c",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6211.20.58,"Women's or girls' anoraks and sim art imported as pts of ski-suits, of tx mats (except wool), con < 15% wt down etc, not wat resist, n k/c",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6211.20.64,"Women's or girls' trousers and breeches imported as parts of ski-suits, of wool, cont under 15% by wt of down etc, not water resist, not k/c",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6211.20.68,"Women's or girls' trousers & breeches imp as pts of ski-suits, of tx mats (except wool), con < 15% wt of down etc, not wat resist, not k/c",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6211.20.74,"Women's or girls' ski-suits nesoi, of wool or fine animal hair, con under 15% by wt of down etc, not water resistant, not knit or crocheted",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6211.20.78,"Women's or girls' ski-suits nesoi, of tx mats (except wool), con under 15% by weight of down etc, not water resistant, not knit or crocheted",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6211.32.50,"Rec pref outwear, men's or boys' track suits or other garments nesoi, not knitted or crocheted, of cotton",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6211.32.90,"Men's or boys' track suits or other garments nesoi, not knitted or crocheted, of cotton, o/than rec perf outwear",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6211.33.50,"Rec perf outwear, men's or boys' track suits or other garments nesoi, not knitted or crocheted, of man- made fibers",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6211.33.90,"Men's or boys' track suits or other garments nesoi, not knitted or crocheted, of man-made fibers, o/than rec perf outwear",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6211.39.03,"Rec perf outwear, men's or boys' track suits or other garments nesoi, not knitted or crocheted, of wool or fine animal hair",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6211.39.07,"Rec pref outwear, men's/boys' garments (excl swimwear or ski-suits), nesoi, not k/c, tex mat (not wool, cotton,mmf), cont 70% or more wt of silk",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6211.39.15,"Rec perf outwear, men's/boys' garments (excl swimwr or ski-suits), nesoi, not k/c, tex mat (not wool, cotton, mmf), cont under 70% by wt of silk",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6211.39.30,"Men's or boys' track suits or other garments nesoi, not knitted or crocheted, of wool or fine animal hair, o/than rec perf outwear",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6211.39.60,"Men's/boys' garments (excl swimwr or ski-suits), nesoi, not k/c, tex mat (not wool, cotton or mmf), cont 70% or more wt of silk, not rec perf outwear",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6211.39.80,"Men's/boys' garments (excl swimwr or ski-suits), nesoi, not k/c, tex mat (not wool, cotton, mmf), cont under 70% by wt of silk, not rec perf outwear",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6211.42.05,"Rec perf outwear, women's or girls' track suits or other garments nesoi, not knitted or crocheted, of cotton",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6211.42.10,"Women's or girls' track suits or other garments nesoi, not knitted or crocheted, of cotton, o/than rec perf outwear",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6211.43.05,"Rec perf outwear, women's or girls' track suits or other garments nesoi, not knitted or crocheted, of man-made fibers",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6211.43.10,"Women's or girls' track suits or other garments nesoi, not knitted or crocheted, of man-made fibers, o/than rec perf outwear",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6211.49.03,"Rec perf outwear, women's/girls' garments (excl swimwr or ski-suits), nesoi, not k/c, tex mat (not wool, cotton, mmf), cont 70% or more wt of silk",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6211.49.15,"Rec perf outwear, women's or girls' track suits or other garments nesoi, not knitted or crocheted, of wool or fine animal hair",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6211.49.25,"Rec pref outwear, women's/girls' garments (excl swimwr or ski-suits), nesoi, not k/c, tex mat (not wool, cotton,mmf), cont under 70% by wt of silk",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6211.49.50,"Women's/girls' garms (excl swimwr or ski-suits), nesoi, not k/c, tex mat (not wool, cotton, mmf), cont 70% or more wt of silk,o/than rec perf outwear",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6211.49.60,"Women's or girls' track suits or other garments nesoi, not knitted or crocheted, of wool or fine animal hair, o/than rec perf outwear",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6211.49.80,"Women's/girls' garm (excl swimwr or ski-suits), nesoi, not k/c, tex mat (not wool, cotton, mmf), cont under 70% by wt of silk, not rec perf outwear",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6212.10.30,"Brassieres, containing lace, net or embroidery, containing 70% or more by weight of silk or silk waste, whether or not knitted or crocheted",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6212.10.50,"Brassieres containing lace, net or embroidery, containing under 70% by weight of silk or silk waste, whether or not knitted or crocheted",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6212.10.70,"Brassieres, not containing lace, net or embroidery, containing 70% or more by wt of silk or silk waste, whether or not knitted or crocheted",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6212.10.90,"Brassieres, not containing lace, net or embroidery, containing under 70% by wt of silk or silk waste, whether or not knitted or crocheted",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6212.20.00,Girdles and panty-girdles,New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6212.30.00,Corsets,New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6212.90.00,"Braces, suspenders, garters and similar articles and parts thereof",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6213.20.10,"Handkerchiefs, not knitted or crocheted, of cotton, hemmed, not containing lace or embroidery",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6213.20.20,"Handkerchiefs, not knitted or crocheted, of cotton, nesoi",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6213.90.05,"Handkerchiefs, not knitted or crocheted, containing 70% or more by weight of silk or silk waste",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6213.90.07,"Handkerchiefs, of silk or silk waste, containing less than 70 percent by weight of silk or silk waste",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6213.90.10,"Handkerchiefs, not knitted or crocheted, of man- made fibers",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6213.90.20,"Handkerchiefs, not knitted or crocheted, of textile materials, nesoi",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6214.10.10,"Shawls, scarves, mufflers, mantillas, veils and the like, not knitted or crocheted, containing 70% or more silk or silk waste",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6214.10.20,"Shawls, scarves, mufflers, mantillas, veils and the like, not knitted or crocheted, containing less than 70% silk or silk waste",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6214.20.00,"Shawls, scarves, mufflers, mantillas, veils and the like, not knitted or crocheted, of wool or fine animal hair",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6214.30.00,"Shawls, scarves, mufflers, mantillas, veils and the like, not knitted or crocheted, of synthetic fibers",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6214.40.00,"Shawls, scarves, mufflers, mantillas, veils and the like, not knitted or crocheted, of artificial fibers",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6214.90.00,"Shawls, scarves, mufflers, mantillas, veils and the like, not knitted or crocheted, of textile materials nesoi",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6215.10.00,"Ties, bow ties and cravats, not knitted or crocheted, of silk or silk waste",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6215.20.00,"Ties, bow ties and cravats, not knitted or crocheted, of man-made fibers",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6215.90.00,"Ties, bow ties and cravats, not knitted or crocheted, of textile materials nesoi",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6216.00.05,"Ice hockey and field hockey gloves, not knitted or crocheted, impregnated, coated or covered with plastics or rubber",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6216.00.08,"Gloves, mittens & mitts, for sports, including ski & snowmobile gloves, etc., not knitted/crocheted, impreg. or cov. with plastic/rubber",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6216.00.13,"Gloves etc. (excl. for sports etc.), not k/c, impreg. etc. with plas/rub, w/o four., cut & sewn, of veg. fibers, over 50% by wt. plas/rub",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6216.00.17,"Gloves etc. (excl. for sports), not k/c, impreg. etc. with plas/rub, w/o four., cut & sewn, of veg. fibers, cont. <50% by wt. plas./rubber",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6216.00.19,"Gloves, mittens and mitts (excl sports), w/o four, impreg etc, cut & sewn from pre-exist impreg fab, of non-veg fib, con > 50% wt plas/rub",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6216.00.21,"Gloves, mittens and mitts (excl sports), w/o four, impreg etc, cut & sewn from pre-exist impreg fab, of non-veg fib, con < 50% wt plas/rub",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6216.00.24,"Gloves, mittens and mitts (excl sports), w/o four, impreg etc, not cut & sewn from pre-exist fab, con 50% or more wt cotton/mmf, not k/c",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6216.00.26,"Gloves, mittens and mitts (excl sports), w/o four, impreg etc, not cut & sewn from pre-exist fab, con under 50% wt cotton or mmf, not k/c",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6216.00.29,"Gloves, mittens and mitts (excl sports), impreg, etc., with fourchettes, cont 50% or more by wt of coton, mmf or combo thereof, not knit/croc",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6216.00.31,"Gloves, mittens and mitts (excl sports), impreg, etc., with fourchettes, cont under 50% by wt of coton, mmf or combo thereof, not knit/croc",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6216.00.33,"Ice hockey and field hockey gloves, not knitted or crocheted, of cotton, not impregnated, coated or covered with plastics or rubber",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6216.00.35,"Gloves, mittens & mitts, all the foregoing for sports use, including ski & snowmobile gloves, mittens & mitts, of cotton",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6216.00.38,"Gloves, mittens & mitts (excl. for sports), not impregnated, coated or covered with plastics or rubber, of cotton, without fourchettes",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6216.00.41,"Gloves, mittens & mitts (excl. for sports), not impregnated, coated or covered with plastics or rubber, of cotton, with fourchettes",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6216.00.43,"Ice hockey and field hockey gloves, not knitted or crocheted, of man-made fibers, not impregnated etc. with plastics or rubber",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6216.00.46,"Gloves, mittens & mitts, for sports use, incl. ski & snowmobile, of man-made fibers, not impregnated/coated with plastics or rubber",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6216.00.54,"Gloves, mittens & mitts (excl. for sports), not impregnated, coated or covered with plastics or rubber, of man-made fibers, w/o fourchettes",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6216.00.58,"Gloves, mittens & mitts (excl. for sports), not impregnated, coated or covered with plastics or rubber, of mmf, with fourchettes",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6216.00.80,"Gloves, mittens and mitts, not knitted or crocheted, of wool or fine animal hair, nesoi",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6216.00.90,"Gloves, mittens and mitts, not knitted or crocheted, of textile materials nesoi",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6217.10.10,"Made up clothing accessories (excl those of heading 6212), containing 70% or more by weight of silk or silk waste, not knitted or crocheted",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6217.10.85,"Headbands, ponytail holders and similar articles, of textile materials containing < 70% by weight of silk, not knit/crochet",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6217.10.95,"Made up clothing accessories (excl of heading 6212 or headbands, ponytail holders & like), containing < 70% wgt of silk, not knit/crochet",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6217.90.10,"Parts of garments or of clothing accessories (excl those of heading 6212), containing 70% or more by weight of silk or silk waste, not k/c",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6217.90.90,"Parts of garments or of clothing accessories (excl those of heading 6212), containing under 70% by weight of silk or silk waste, n/knit/croc",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
